hidden_layers,neurons,activation,epochs,learning_rate,batch_size,accuracy
3,32,relu,250,0.001,256,0.9853658536585366
3,32,relu,250,0.001,512,0.9853658536585366
3,32,relu,250,0.0001,16,0.9853658536585366
3,32,relu,250,0.0001,32,0.9853658536585366
3,32,relu,250,0.0001,64,0.9170731707317074
3,32,relu,250,0.0001,128,0.8682926829268293
3,32,relu,250,0.0001,256,0.8390243902439024
3,32,relu,250,0.0001,512,0.8048780487804879
3,32,softmax,1,10.0,16,0.4975609756097561
3,32,softmax,1,10.0,32,0.5024390243902439
3,32,softmax,1,10.0,64,0.5024390243902439
3,32,softmax,1,10.0,128,0.5024390243902439
3,32,softmax,1,10.0,256,0.4975609756097561
3,32,softmax,1,10.0,512,0.4975609756097561
3,32,softmax,1,1.0,16,0.4975609756097561
3,32,softmax,1,1.0,32,0.7951219512195122
3,32,softmax,1,1.0,64,0.824390243902439
3,32,softmax,1,1.0,128,0.4975609756097561
3,32,softmax,1,1.0,256,0.4975609756097561
3,32,softmax,1,1.0,512,0.5024390243902439
3,32,softmax,1,0.1,16,0.8
3,32,softmax,1,0.1,32,0.8146341463414634
3,32,softmax,1,0.1,64,0.4975609756097561
3,32,softmax,1,0.1,128,0.5024390243902439
3,32,softmax,1,0.1,256,0.5024390243902439
3,32,softmax,1,0.1,512,0.5024390243902439
3,32,softmax,1,0.01,16,0.5024390243902439
3,32,softmax,1,0.01,32,0.5024390243902439
3,32,softmax,1,0.01,64,0.5024390243902439
3,32,softmax,1,0.01,128,0.5024390243902439
3,32,softmax,1,0.01,256,0.5024390243902439
3,32,softmax,1,0.01,512,0.5024390243902439
3,32,softmax,1,0.001,16,0.5024390243902439
3,32,softmax,1,0.001,32,0.4975609756097561
3,32,softmax,1,0.001,64,0.5024390243902439
3,32,softmax,1,0.001,128,0.5024390243902439
3,32,softmax,1,0.001,256,0.5024390243902439
3,32,softmax,1,0.001,512,0.4975609756097561
3,32,softmax,1,0.0001,16,0.5024390243902439
3,32,softmax,1,0.0001,32,0.5024390243902439
3,32,softmax,1,0.0001,64,0.5024390243902439
3,32,softmax,1,0.0001,128,0.4975609756097561
3,32,softmax,1,0.0001,256,0.5024390243902439
3,32,softmax,1,0.0001,512,0.5024390243902439
3,32,softmax,10,10.0,16,0.5024390243902439
3,32,softmax,10,10.0,32,0.5024390243902439
3,32,softmax,10,10.0,64,0.5024390243902439
3,32,softmax,10,10.0,128,0.7365853658536585
3,32,softmax,10,10.0,256,0.4975609756097561
3,32,softmax,10,10.0,512,0.5024390243902439
3,32,softmax,10,1.0,16,0.5024390243902439
3,32,softmax,10,1.0,32,0.7414634146341463
3,32,softmax,10,1.0,64,0.751219512195122
3,32,softmax,10,1.0,128,0.7121951219512195
3,32,softmax,10,1.0,256,0.7804878048780488
3,32,softmax,10,1.0,512,0.7853658536585366
3,32,softmax,10,0.1,16,0.8536585365853658
3,32,softmax,10,0.1,32,0.824390243902439
3,32,softmax,10,0.1,64,0.8975609756097561
3,32,softmax,10,0.1,128,0.926829268292683
3,32,softmax,10,0.1,256,0.8585365853658536
3,32,softmax,10,0.1,512,0.8780487804878049
3,32,softmax,10,0.01,16,0.9121951219512195
3,32,softmax,10,0.01,32,0.8975609756097561
3,32,softmax,10,0.01,64,0.8585365853658536
3,32,softmax,10,0.01,128,0.8146341463414634
3,32,softmax,10,0.01,256,0.5024390243902439
3,32,softmax,10,0.01,512,0.5024390243902439
3,32,softmax,10,0.001,16,0.5024390243902439
3,32,softmax,10,0.001,32,0.5024390243902439
3,32,softmax,10,0.001,64,0.5024390243902439
3,32,softmax,10,0.001,128,0.5024390243902439
3,32,softmax,10,0.001,256,0.5024390243902439
3,32,softmax,10,0.001,512,0.4975609756097561
3,32,softmax,10,0.0001,16,0.5024390243902439
3,32,softmax,10,0.0001,32,0.5024390243902439
3,32,softmax,10,0.0001,64,0.5024390243902439
3,32,softmax,10,0.0001,128,0.5024390243902439
3,32,softmax,10,0.0001,256,0.5024390243902439
3,32,softmax,10,0.0001,512,0.5024390243902439
3,32,softmax,25,10.0,16,0.4975609756097561
3,32,softmax,25,10.0,32,0.5024390243902439
3,32,softmax,25,10.0,64,0.5024390243902439
3,32,softmax,25,10.0,128,0.4975609756097561
3,32,softmax,25,10.0,256,0.4975609756097561
3,32,softmax,25,10.0,512,0.4975609756097561
3,32,softmax,25,1.0,16,0.7560975609756098
3,32,softmax,25,1.0,32,0.7658536585365854
3,32,softmax,25,1.0,64,0.751219512195122
3,32,softmax,25,1.0,128,0.6682926829268293
3,32,softmax,25,1.0,256,0.7365853658536585
3,32,softmax,25,1.0,512,0.7804878048780488
3,32,softmax,25,0.1,16,0.8146341463414634
3,32,softmax,25,0.1,32,0.848780487804878
3,32,softmax,25,0.1,64,0.9121951219512195
3,32,softmax,25,0.1,128,0.9121951219512195
3,32,softmax,25,0.1,256,0.9024390243902439
3,32,softmax,25,0.1,512,0.8926829268292683
3,32,softmax,25,0.01,16,0.9121951219512195
3,32,softmax,25,0.01,32,0.9219512195121952
3,32,softmax,25,0.01,64,0.926829268292683
3,32,softmax,25,0.01,128,0.9121951219512195
3,32,softmax,25,0.01,256,0.8536585365853658
3,32,softmax,25,0.01,512,0.7853658536585366
3,32,softmax,25,0.001,16,0.8390243902439024
3,32,softmax,25,0.001,32,0.8292682926829268
3,32,softmax,25,0.001,64,0.5024390243902439
3,32,softmax,25,0.001,128,0.5024390243902439
3,32,softmax,25,0.001,256,0.5024390243902439
3,32,softmax,25,0.001,512,0.5024390243902439
3,32,softmax,25,0.0001,16,0.4975609756097561
3,32,softmax,25,0.0001,32,0.5024390243902439
3,32,softmax,25,0.0001,64,0.5024390243902439
3,32,softmax,25,0.0001,128,0.5024390243902439
3,32,softmax,25,0.0001,256,0.5024390243902439
3,32,softmax,25,0.0001,512,0.4975609756097561
3,32,softmax,50,10.0,16,0.4975609756097561
3,32,softmax,50,10.0,32,0.4975609756097561
3,32,softmax,50,10.0,64,0.4975609756097561
3,32,softmax,50,10.0,128,0.5024390243902439
3,32,softmax,50,10.0,256,0.4975609756097561
3,32,softmax,50,10.0,512,0.5024390243902439
3,32,softmax,50,1.0,16,0.5024390243902439
3,32,softmax,50,1.0,32,0.7658536585365854
3,32,softmax,50,1.0,64,0.7707317073170732
3,32,softmax,50,1.0,128,0.7365853658536585
3,32,softmax,50,1.0,256,0.7365853658536585
3,32,softmax,50,1.0,512,0.7560975609756098
3,32,softmax,50,0.1,16,0.7804878048780488
3,32,softmax,50,0.1,32,0.8341463414634146
3,32,softmax,50,0.1,64,0.9073170731707317
3,32,softmax,50,0.1,128,0.9365853658536586
3,32,softmax,50,0.1,256,0.9365853658536586
3,32,softmax,50,0.1,512,0.9121951219512195
3,32,softmax,50,0.01,16,0.9609756097560975
3,32,softmax,50,0.01,32,0.9609756097560975
3,32,softmax,50,0.01,64,0.9365853658536586
3,32,softmax,50,0.01,128,0.926829268292683
3,32,softmax,50,0.01,256,0.926829268292683
3,32,softmax,50,0.01,512,0.8829268292682927
3,32,softmax,50,0.001,16,0.8878048780487805
3,32,softmax,50,0.001,32,0.8780487804878049
3,32,softmax,50,0.001,64,0.8390243902439024
3,32,softmax,50,0.001,128,0.5024390243902439
3,32,softmax,50,0.001,256,0.5024390243902439
3,32,softmax,50,0.001,512,0.5024390243902439
3,32,softmax,50,0.0001,16,0.5024390243902439
3,32,softmax,50,0.0001,32,0.5024390243902439
3,32,softmax,50,0.0001,64,0.4975609756097561
3,32,softmax,50,0.0001,128,0.4975609756097561
3,32,softmax,50,0.0001,256,0.5024390243902439
3,32,softmax,50,0.0001,512,0.5024390243902439
3,32,softmax,100,10.0,16,0.5024390243902439
3,32,softmax,100,10.0,32,0.5024390243902439
3,32,softmax,100,10.0,64,0.5024390243902439
3,32,softmax,100,10.0,128,0.4975609756097561
3,32,softmax,100,10.0,256,0.4975609756097561
3,32,softmax,100,10.0,512,0.4975609756097561
3,32,softmax,100,1.0,16,0.4975609756097561
3,32,softmax,100,1.0,32,0.4975609756097561
3,32,softmax,100,1.0,64,0.775609756097561
3,32,softmax,100,1.0,128,0.7024390243902439
3,32,softmax,100,1.0,256,0.6439024390243903
3,32,softmax,100,1.0,512,0.7951219512195122
3,32,softmax,100,0.1,16,0.7560975609756098
3,32,softmax,100,0.1,32,0.8585365853658536
3,32,softmax,100,0.1,64,0.926829268292683
3,32,softmax,100,0.1,128,0.848780487804878
3,32,softmax,100,0.1,256,0.9024390243902439
3,32,softmax,100,0.1,512,0.9463414634146341
3,32,softmax,100,0.01,16,0.975609756097561
3,32,softmax,100,0.01,32,0.9853658536585366
3,32,softmax,100,0.01,64,0.9853658536585366
3,32,softmax,100,0.01,128,0.9609756097560975
3,32,softmax,100,0.01,256,0.9463414634146341
3,32,softmax,100,0.01,512,0.9317073170731708
3,32,softmax,100,0.001,16,0.926829268292683
3,32,softmax,100,0.001,32,0.9365853658536586
3,32,softmax,100,0.001,64,0.9170731707317074
3,32,softmax,100,0.001,128,0.8585365853658536
3,32,softmax,100,0.001,256,0.7951219512195122
3,32,softmax,100,0.001,512,0.5024390243902439
3,32,softmax,100,0.0001,16,0.5024390243902439
3,32,softmax,100,0.0001,32,0.5024390243902439
3,32,softmax,100,0.0001,64,0.4975609756097561
3,32,softmax,100,0.0001,128,0.5024390243902439
3,32,softmax,100,0.0001,256,0.5024390243902439
3,32,softmax,100,0.0001,512,0.4975609756097561
3,32,softmax,250,10.0,16,0.5024390243902439
3,32,softmax,250,10.0,32,0.4975609756097561
3,32,softmax,250,10.0,64,0.4975609756097561
3,32,softmax,250,10.0,128,0.4975609756097561
3,32,softmax,250,10.0,256,0.7317073170731707
3,32,softmax,250,10.0,512,0.4975609756097561
3,32,softmax,250,1.0,16,0.5073170731707317
3,32,softmax,250,1.0,32,0.7414634146341463
3,32,softmax,250,1.0,64,0.6487804878048781
3,32,softmax,250,1.0,128,0.5365853658536586
3,32,softmax,250,1.0,256,0.7707317073170732
3,32,softmax,250,1.0,512,0.7609756097560976
3,32,softmax,250,0.1,16,0.7902439024390244
3,32,softmax,250,0.1,32,0.8
3,32,softmax,250,0.1,64,0.8536585365853658
3,32,softmax,250,0.1,128,0.8975609756097561
3,32,softmax,250,0.1,256,0.9073170731707317
3,32,softmax,250,0.1,512,0.9560975609756097
3,32,softmax,250,0.01,16,0.9560975609756097
3,32,softmax,250,0.01,32,0.9853658536585366
3,32,softmax,250,0.01,64,0.9853658536585366
3,32,softmax,250,0.01,128,0.9658536585365853
3,32,softmax,250,0.01,256,0.9853658536585366
3,32,softmax,250,0.01,512,0.9512195121951219
3,32,softmax,250,0.001,16,0.926829268292683
3,32,softmax,250,0.001,32,0.9609756097560975
3,32,softmax,250,0.001,64,0.9512195121951219
3,32,softmax,250,0.001,128,0.9414634146341463
3,32,softmax,250,0.001,256,0.9073170731707317
3,32,softmax,250,0.001,512,0.8439024390243902
3,32,softmax,250,0.0001,16,0.8146341463414634
3,32,softmax,250,0.0001,32,0.8292682926829268
3,32,softmax,250,0.0001,64,0.5024390243902439
3,32,softmax,250,0.0001,128,0.5024390243902439
3,32,softmax,250,0.0001,256,0.4975609756097561
3,32,softmax,250,0.0001,512,0.5024390243902439
3,32,tanh,1,10.0,16,0.4878048780487805
3,32,tanh,1,10.0,32,0.48292682926829267
3,32,tanh,1,10.0,64,0.22439024390243903
3,32,tanh,1,10.0,128,0.7609756097560976
3,32,tanh,1,10.0,256,0.4926829268292683
3,32,tanh,1,10.0,512,0.5317073170731708
3,32,tanh,1,1.0,16,0.5024390243902439
3,32,tanh,1,1.0,32,0.551219512195122
3,32,tanh,1,1.0,64,0.6682926829268293
3,32,tanh,1,1.0,128,0.6048780487804878
3,32,tanh,1,1.0,256,0.7365853658536585
3,32,tanh,1,1.0,512,0.5317073170731708
3,32,tanh,1,0.1,16,0.7560975609756098
3,32,tanh,1,0.1,32,0.824390243902439
3,32,tanh,1,0.1,64,0.7170731707317073
3,32,tanh,1,0.1,128,0.6829268292682927
3,32,tanh,1,0.1,256,0.7707317073170732
3,32,tanh,1,0.1,512,0.775609756097561
3,32,tanh,1,0.01,16,0.7902439024390244
3,32,tanh,1,0.01,32,0.7804878048780488
3,32,tanh,1,0.01,64,0.7902439024390244
3,32,tanh,1,0.01,128,0.7707317073170732
3,32,tanh,1,0.01,256,0.7902439024390244
3,32,tanh,1,0.01,512,0.7609756097560976
3,32,tanh,1,0.001,16,0.8097560975609757
3,32,tanh,1,0.001,32,0.7560975609756098
3,32,tanh,1,0.001,64,0.7560975609756098
3,32,tanh,1,0.001,128,0.751219512195122
3,32,tanh,1,0.001,256,0.6146341463414634
3,32,tanh,1,0.001,512,0.5902439024390244
3,32,tanh,1,0.0001,16,0.6536585365853659
3,32,tanh,1,0.0001,32,0.5024390243902439
3,32,tanh,1,0.0001,64,0.697560975609756
3,32,tanh,1,0.0001,128,0.5170731707317073
3,32,tanh,1,0.0001,256,0.3902439024390244
3,32,tanh,1,0.0001,512,0.47317073170731705
3,32,tanh,10,10.0,16,0.751219512195122
3,32,tanh,10,10.0,32,0.5756097560975609
3,32,tanh,10,10.0,64,0.7121951219512195
3,32,tanh,10,10.0,128,0.4975609756097561
3,32,tanh,10,10.0,256,0.7560975609756098
3,32,tanh,10,10.0,512,0.6536585365853659
3,32,tanh,10,1.0,16,0.7609756097560976
3,32,tanh,10,1.0,32,0.5024390243902439
3,32,tanh,10,1.0,64,0.7365853658536585
3,32,tanh,10,1.0,128,0.7170731707317073
3,32,tanh,10,1.0,256,0.6878048780487804
3,32,tanh,10,1.0,512,0.6829268292682927
3,32,tanh,10,0.1,16,0.775609756097561
3,32,tanh,10,0.1,32,0.775609756097561
3,32,tanh,10,0.1,64,0.8878048780487805
3,32,tanh,10,0.1,128,0.848780487804878
3,32,tanh,10,0.1,256,0.8097560975609757
3,32,tanh,10,0.1,512,0.8341463414634146
3,32,tanh,10,0.01,16,0.8975609756097561
3,32,tanh,10,0.01,32,0.926829268292683
3,32,tanh,10,0.01,64,0.9073170731707317
3,32,tanh,10,0.01,128,0.8439024390243902
3,32,tanh,10,0.01,256,0.8146341463414634
3,32,tanh,10,0.01,512,0.7902439024390244
3,32,tanh,10,0.001,16,0.7951219512195122
3,32,tanh,10,0.001,32,0.7804878048780488
3,32,tanh,10,0.001,64,0.7902439024390244
3,32,tanh,10,0.001,128,0.8048780487804879
3,32,tanh,10,0.001,256,0.7853658536585366
3,32,tanh,10,0.001,512,0.7804878048780488
3,32,tanh,10,0.0001,16,0.7951219512195122
3,32,tanh,10,0.0001,32,0.7853658536585366
3,32,tanh,10,0.0001,64,0.7853658536585366
3,32,tanh,10,0.0001,128,0.7121951219512195
3,32,tanh,10,0.0001,256,0.7219512195121951
3,32,tanh,10,0.0001,512,0.5609756097560976
3,32,tanh,25,10.0,16,0.2975609756097561
3,32,tanh,25,10.0,32,0.7609756097560976
3,32,tanh,25,10.0,64,0.5024390243902439
3,32,tanh,25,10.0,128,0.5024390243902439
3,32,tanh,25,10.0,256,0.7268292682926829
3,32,tanh,25,10.0,512,0.28292682926829266
3,32,tanh,25,1.0,16,0.751219512195122
3,32,tanh,25,1.0,32,0.7707317073170732
3,32,tanh,25,1.0,64,0.751219512195122
3,32,tanh,25,1.0,128,0.7853658536585366
3,32,tanh,25,1.0,256,0.7463414634146341
3,32,tanh,25,1.0,512,0.7268292682926829
3,32,tanh,25,0.1,16,0.7804878048780488
3,32,tanh,25,0.1,32,0.8292682926829268
3,32,tanh,25,0.1,64,0.8975609756097561
3,32,tanh,25,0.1,128,0.9317073170731708
3,32,tanh,25,0.1,256,0.8975609756097561
3,32,tanh,25,0.1,512,0.8926829268292683
3,32,tanh,25,0.01,16,0.9853658536585366
3,32,tanh,25,0.01,32,0.9853658536585366
3,32,tanh,25,0.01,64,0.9804878048780488
3,32,tanh,25,0.01,128,0.9707317073170731
3,32,tanh,25,0.01,256,0.8585365853658536
3,32,tanh,25,0.01,512,0.8536585365853658
3,32,tanh,25,0.001,16,0.8878048780487805
3,32,tanh,25,0.001,32,0.8390243902439024
3,32,tanh,25,0.001,64,0.8195121951219512
3,32,tanh,25,0.001,128,0.7804878048780488
3,32,tanh,25,0.001,256,0.8
3,32,tanh,25,0.001,512,0.8097560975609757
3,32,tanh,25,0.0001,16,0.8
3,32,tanh,25,0.0001,32,0.8
3,32,tanh,25,0.0001,64,0.7804878048780488
3,32,tanh,25,0.0001,128,0.7658536585365854
3,32,tanh,25,0.0001,256,0.7609756097560976
3,32,tanh,25,0.0001,512,0.7707317073170732
3,32,tanh,50,10.0,16,0.6439024390243903
3,32,tanh,50,10.0,32,0.7170731707317073
3,32,tanh,50,10.0,64,0.4975609756097561
3,32,tanh,50,10.0,128,0.7609756097560976
3,32,tanh,50,10.0,256,0.7463414634146341
3,32,tanh,50,10.0,512,0.4975609756097561
3,32,tanh,50,1.0,16,0.751219512195122
3,32,tanh,50,1.0,32,0.7658536585365854
3,32,tanh,50,1.0,64,0.7658536585365854
3,32,tanh,50,1.0,128,0.5365853658536586
3,32,tanh,50,1.0,256,0.8097560975609757
3,32,tanh,50,1.0,512,0.7658536585365854
3,32,tanh,50,0.1,16,0.848780487804878
3,32,tanh,50,0.1,32,0.848780487804878
3,32,tanh,50,0.1,64,0.8829268292682927
3,32,tanh,50,0.1,128,0.9024390243902439
3,32,tanh,50,0.1,256,0.9024390243902439
3,32,tanh,50,0.1,512,0.8926829268292683
3,32,tanh,50,0.01,16,0.9853658536585366
3,32,tanh,50,0.01,32,0.9853658536585366
3,32,tanh,50,0.01,64,0.9853658536585366
3,32,tanh,50,0.01,128,0.9853658536585366
3,32,tanh,50,0.01,256,0.9853658536585366
3,32,tanh,50,0.01,512,0.9609756097560975
3,32,tanh,50,0.001,16,0.9804878048780488
3,32,tanh,50,0.001,32,0.9317073170731708
3,32,tanh,50,0.001,64,0.9170731707317074
3,32,tanh,50,0.001,128,0.8585365853658536
3,32,tanh,50,0.001,256,0.7951219512195122
3,32,tanh,50,0.001,512,0.8048780487804879
3,32,tanh,50,0.0001,16,0.8097560975609757
3,32,tanh,50,0.0001,32,0.7804878048780488
3,32,tanh,50,0.0001,64,0.8146341463414634
3,32,tanh,50,0.0001,128,0.7902439024390244
3,32,tanh,50,0.0001,256,0.7902439024390244
3,32,tanh,50,0.0001,512,0.751219512195122
3,32,tanh,100,10.0,16,0.7853658536585366
3,32,tanh,100,10.0,32,0.7902439024390244
3,32,tanh,100,10.0,64,0.7658536585365854
3,32,tanh,100,10.0,128,0.7853658536585366
3,32,tanh,100,10.0,256,0.7170731707317073
3,32,tanh,100,10.0,512,0.4878048780487805
3,32,tanh,100,1.0,16,0.7073170731707317
3,32,tanh,100,1.0,32,0.6926829268292682
3,32,tanh,100,1.0,64,0.7658536585365854
3,32,tanh,100,1.0,128,0.7707317073170732
3,32,tanh,100,1.0,256,0.7707317073170732
3,32,tanh,100,1.0,512,0.8341463414634146
3,32,tanh,100,0.1,16,0.8146341463414634
3,32,tanh,100,0.1,32,0.8731707317073171
3,32,tanh,100,0.1,64,0.9219512195121952
3,32,tanh,100,0.1,128,0.9658536585365853
3,32,tanh,100,0.1,256,0.926829268292683
3,32,tanh,100,0.1,512,0.9365853658536586
3,32,tanh,100,0.01,16,0.9853658536585366
3,32,tanh,100,0.01,32,0.9853658536585366
3,32,tanh,100,0.01,64,0.9853658536585366
3,32,tanh,100,0.01,128,0.9853658536585366
3,32,tanh,100,0.01,256,0.9853658536585366
3,32,tanh,100,0.01,512,0.9853658536585366
3,32,tanh,100,0.001,16,0.9853658536585366
3,32,tanh,100,0.001,32,0.9853658536585366
3,32,tanh,100,0.001,64,0.9853658536585366
3,32,tanh,100,0.001,128,0.9609756097560975
3,32,tanh,100,0.001,256,0.8536585365853658
3,32,tanh,100,0.001,512,0.824390243902439
3,32,tanh,100,0.0001,16,0.8048780487804879
3,32,tanh,100,0.0001,32,0.8048780487804879
3,32,tanh,100,0.0001,64,0.8048780487804879
3,32,tanh,100,0.0001,128,0.8
3,32,tanh,100,0.0001,256,0.8097560975609757
3,32,tanh,100,0.0001,512,0.7414634146341463
3,32,tanh,250,10.0,16,0.7365853658536585
3,32,tanh,250,10.0,32,0.7414634146341463
3,32,tanh,250,10.0,64,0.44390243902439025
3,32,tanh,250,10.0,128,0.7170731707317073
3,32,tanh,250,10.0,256,0.4975609756097561
3,32,tanh,250,10.0,512,0.7560975609756098
3,32,tanh,250,1.0,16,0.7414634146341463
3,32,tanh,250,1.0,32,0.7317073170731707
3,32,tanh,250,1.0,64,0.8
3,32,tanh,250,1.0,128,0.7804878048780488
3,32,tanh,250,1.0,256,0.7951219512195122
3,32,tanh,250,1.0,512,0.8634146341463415
3,32,tanh,250,0.1,16,0.8292682926829268
3,32,tanh,250,0.1,32,0.8439024390243902
3,32,tanh,250,0.1,64,0.9512195121951219
3,32,tanh,250,0.1,128,0.9024390243902439
3,32,tanh,250,0.1,256,0.9853658536585366
3,32,tanh,250,0.1,512,1.0
3,32,tanh,250,0.01,16,1.0
3,32,tanh,250,0.01,32,0.9853658536585366
3,32,tanh,250,0.01,64,0.9853658536585366
3,32,tanh,250,0.01,128,0.9853658536585366
3,32,tanh,250,0.01,256,0.9853658536585366
3,32,tanh,250,0.01,512,0.9853658536585366
3,32,tanh,250,0.001,16,0.9853658536585366
3,32,tanh,250,0.001,32,0.9853658536585366
3,32,tanh,250,0.001,64,0.9853658536585366
3,32,tanh,250,0.001,128,0.9853658536585366
3,32,tanh,250,0.001,256,0.9853658536585366
3,32,tanh,250,0.001,512,0.9853658536585366
3,32,tanh,250,0.0001,16,0.8926829268292683
3,32,tanh,250,0.0001,32,0.8731707317073171
3,32,tanh,250,0.0001,64,0.8146341463414634
3,32,tanh,250,0.0001,128,0.7902439024390244
3,32,tanh,250,0.0001,256,0.7902439024390244
3,32,tanh,250,0.0001,512,0.7853658536585366
3,64,linear,1,10.0,16,0.7170731707317073
3,64,linear,1,10.0,32,0.7414634146341463
3,64,linear,1,10.0,64,0.6146341463414634
3,64,linear,1,10.0,128,0.6878048780487804
3,64,linear,1,10.0,256,0.7804878048780488
3,64,linear,1,10.0,512,0.28292682926829266
3,64,linear,1,1.0,16,0.7804878048780488
3,64,linear,1,1.0,32,0.7365853658536585
3,64,linear,1,1.0,64,0.8097560975609757
3,64,linear,1,1.0,128,0.3024390243902439
3,64,linear,1,1.0,256,0.23902439024390243
3,64,linear,1,1.0,512,0.28292682926829266
3,64,linear,1,0.1,16,0.7560975609756098
3,64,linear,1,0.1,32,0.2780487804878049
3,64,linear,1,0.1,64,0.7853658536585366
3,64,linear,1,0.1,128,0.7121951219512195
3,64,linear,1,0.1,256,0.32195121951219513
3,64,linear,1,0.1,512,0.3073170731707317
3,64,linear,1,0.01,16,0.751219512195122
3,64,linear,1,0.01,32,0.7658536585365854
3,64,linear,1,0.01,64,0.7658536585365854
3,64,linear,1,0.01,128,0.7609756097560976
3,64,linear,1,0.01,256,0.7902439024390244
3,64,linear,1,0.01,512,0.7804878048780488
3,64,linear,1,0.001,16,0.7902439024390244
3,64,linear,1,0.001,32,0.7902439024390244
3,64,linear,1,0.001,64,0.7853658536585366
3,64,linear,1,0.001,128,0.775609756097561
3,64,linear,1,0.001,256,0.7414634146341463
3,64,linear,1,0.001,512,0.7268292682926829
3,64,linear,1,0.0001,16,0.7658536585365854
3,64,linear,1,0.0001,32,0.7414634146341463
3,64,linear,1,0.0001,64,0.5609756097560976
3,64,linear,1,0.0001,128,0.5560975609756098
3,64,linear,1,0.0001,256,0.5024390243902439
3,64,linear,1,0.0001,512,0.5414634146341464
3,64,linear,10,10.0,16,0.7658536585365854
3,64,linear,10,10.0,32,0.7609756097560976
3,64,linear,10,10.0,64,0.697560975609756
3,64,linear,10,10.0,128,0.36585365853658536
3,64,linear,10,10.0,256,0.6439024390243903
3,64,linear,10,10.0,512,0.775609756097561
3,64,linear,10,1.0,16,0.7268292682926829
3,64,linear,10,1.0,32,0.7951219512195122
3,64,linear,10,1.0,64,0.7707317073170732
3,64,linear,10,1.0,128,0.7902439024390244
3,64,linear,10,1.0,256,0.6926829268292682
3,64,linear,10,1.0,512,0.7804878048780488
3,64,linear,10,0.1,16,0.7853658536585366
3,64,linear,10,0.1,32,0.7804878048780488
3,64,linear,10,0.1,64,0.7317073170731707
3,64,linear,10,0.1,128,0.8097560975609757
3,64,linear,10,0.1,256,0.775609756097561
3,64,linear,10,0.1,512,0.775609756097561
3,64,linear,10,0.01,16,0.7853658536585366
3,64,linear,10,0.01,32,0.7853658536585366
3,64,linear,10,0.01,64,0.7902439024390244
3,64,linear,10,0.01,128,0.7902439024390244
3,64,linear,10,0.01,256,0.7902439024390244
3,64,linear,10,0.01,512,0.8146341463414634
3,64,linear,10,0.001,16,0.8
3,64,linear,10,0.001,32,0.7853658536585366
3,64,linear,10,0.001,64,0.7951219512195122
3,64,linear,10,0.001,128,0.7804878048780488
3,64,linear,10,0.001,256,0.7804878048780488
3,64,linear,10,0.001,512,0.7902439024390244
3,64,linear,10,0.0001,16,0.8
3,64,linear,10,0.0001,32,0.8048780487804879
3,64,linear,10,0.0001,64,0.7804878048780488
3,64,linear,10,0.0001,128,0.7317073170731707
3,64,linear,10,0.0001,256,0.7609756097560976
3,64,linear,10,0.0001,512,0.7560975609756098
3,64,linear,25,10.0,16,0.7951219512195122
3,64,linear,25,10.0,32,0.7414634146341463
3,64,linear,25,10.0,64,0.5707317073170731
3,64,linear,25,10.0,128,0.7658536585365854
3,64,linear,25,10.0,256,0.7707317073170732
3,64,linear,25,10.0,512,0.5804878048780487
3,64,linear,25,1.0,16,0.7219512195121951
3,64,linear,25,1.0,32,0.6682926829268293
3,64,linear,25,1.0,64,0.7365853658536585
3,64,linear,25,1.0,128,0.7268292682926829
3,64,linear,25,1.0,256,0.7219512195121951
3,64,linear,25,1.0,512,0.7902439024390244
3,64,linear,25,0.1,16,0.7121951219512195
3,64,linear,25,0.1,32,0.7853658536585366
3,64,linear,25,0.1,64,0.775609756097561
3,64,linear,25,0.1,128,0.7804878048780488
3,64,linear,25,0.1,256,0.7853658536585366
3,64,linear,25,0.1,512,0.7658536585365854
3,64,linear,25,0.01,16,0.7853658536585366
3,64,linear,25,0.01,32,0.7951219512195122
3,64,linear,25,0.01,64,0.8048780487804879
3,64,linear,25,0.01,128,0.7951219512195122
3,64,linear,25,0.01,256,0.7853658536585366
3,64,linear,25,0.01,512,0.7853658536585366
3,64,linear,25,0.001,16,0.7951219512195122
3,64,linear,25,0.001,32,0.7951219512195122
3,64,linear,25,0.001,64,0.8
3,64,linear,25,0.001,128,0.7951219512195122
3,64,linear,25,0.001,256,0.8097560975609757
3,64,linear,25,0.001,512,0.8
3,64,linear,25,0.0001,16,0.7951219512195122
3,64,linear,25,0.0001,32,0.8048780487804879
3,64,linear,25,0.0001,64,0.8048780487804879
3,64,linear,25,0.0001,128,0.7951219512195122
3,64,linear,25,0.0001,256,0.7560975609756098
3,64,linear,25,0.0001,512,0.8
3,64,linear,50,10.0,16,0.7170731707317073
3,64,linear,50,10.0,32,0.7560975609756098
3,64,linear,50,10.0,64,0.7219512195121951
3,64,linear,50,10.0,128,0.7804878048780488
3,64,linear,50,10.0,256,0.7121951219512195
3,64,linear,50,10.0,512,0.3951219512195122
3,64,linear,50,1.0,16,0.7707317073170732
3,64,linear,50,1.0,32,0.7658536585365854
3,64,linear,50,1.0,64,0.6829268292682927
3,64,linear,50,1.0,128,0.7268292682926829
3,64,linear,50,1.0,256,0.7707317073170732
3,64,linear,50,1.0,512,0.775609756097561
3,64,linear,50,0.1,16,0.8
3,64,linear,50,0.1,32,0.7609756097560976
3,64,linear,50,0.1,64,0.8
3,64,linear,50,0.1,128,0.8048780487804879
3,64,linear,50,0.1,256,0.775609756097561
