hidden_layers,activation_fn,epochs,learning_rate,batch_size,accuracy
"[64, 128]",ReLU,1,0.0001,32,0.7
"[64, 128]",ReLU,1,0.0001,64,0.35
"[64, 128]",ReLU,1,0.0001,128,0.575
"[64, 128]",ReLU,1,0.0001,256,0.525
"[64, 128]",ReLU,1,0.0001,512,0.525
"[64, 128]",ReLU,10,10.0,16,0.7
"[64, 128]",ReLU,10,10.0,32,0.7
"[64, 128]",ReLU,10,10.0,64,0.7
"[64, 128]",ReLU,10,10.0,128,0.3
"[64, 128]",ReLU,10,10.0,256,0.425
"[64, 128]",ReLU,10,10.0,512,0.35
"[64, 128]",ReLU,10,1.0,16,0.3
"[64, 128]",ReLU,10,1.0,32,0.7
"[64, 128]",ReLU,10,1.0,64,0.675
"[64, 128]",ReLU,10,1.0,128,0.3
"[64, 128]",ReLU,10,1.0,256,0.7
"[64, 128]",ReLU,10,1.0,512,0.3
"[64, 128]",ReLU,10,0.1,16,0.775
"[64, 128]",ReLU,10,0.1,32,0.875
"[64, 128]",ReLU,10,0.1,64,0.65
"[64, 128]",ReLU,10,0.1,128,0.825
"[64, 128]",ReLU,10,0.1,256,0.7
"[64, 128]",ReLU,10,0.1,512,0.775
"[64, 128]",ReLU,10,0.01,16,0.775
"[64, 128]",ReLU,10,0.01,32,0.9
"[64, 128]",ReLU,10,0.01,64,0.9
"[64, 128]",ReLU,10,0.01,128,0.8
"[64, 128]",ReLU,10,0.01,256,0.7
"[64, 128]",ReLU,10,0.01,512,0.825
"[64, 128]",ReLU,10,0.001,16,0.775
"[64, 128]",ReLU,10,0.001,32,0.75
"[64, 128]",ReLU,10,0.001,64,0.7
"[64, 128]",ReLU,10,0.001,128,0.575
"[64, 128]",ReLU,10,0.001,256,0.525
"[64, 128]",ReLU,10,0.001,512,0.475
"[64, 128]",ReLU,10,0.0001,16,0.475
"[64, 128]",ReLU,10,0.0001,32,0.725
"[64, 128]",ReLU,10,0.0001,64,0.375
"[64, 128]",ReLU,10,0.0001,128,0.45
"[64, 128]",ReLU,10,0.0001,256,0.525
"[64, 128]",ReLU,10,0.0001,512,0.5
"[64, 128]",ReLU,25,10.0,16,0.7
"[64, 128]",ReLU,25,10.0,32,0.7
"[64, 128]",ReLU,25,10.0,64,0.725
"[64, 128]",ReLU,25,10.0,128,0.375
"[64, 128]",ReLU,25,10.0,256,0.3
"[64, 128]",ReLU,25,10.0,512,0.3
"[64, 128]",ReLU,25,1.0,16,0.3
"[64, 128]",ReLU,25,1.0,32,0.3
"[64, 128]",ReLU,25,1.0,64,0.3
"[64, 128]",ReLU,25,1.0,128,0.3
"[64, 128]",ReLU,25,1.0,256,0.3
"[64, 128]",ReLU,25,1.0,512,0.7
"[64, 128]",ReLU,25,0.1,16,0.55
"[64, 128]",ReLU,25,0.1,32,0.75
"[64, 128]",ReLU,25,0.1,64,0.825
"[64, 128]",ReLU,25,0.1,128,0.825
"[64, 128]",ReLU,25,0.1,256,0.775
"[64, 128]",ReLU,25,0.1,512,0.825
"[64, 128]",ReLU,25,0.01,16,0.775
"[64, 128]",ReLU,25,0.01,32,0.825
"[64, 128]",ReLU,25,0.01,64,0.8
"[64, 128]",ReLU,25,0.01,128,0.8
"[64, 128]",ReLU,25,0.01,256,0.85
"[64, 128]",ReLU,25,0.01,512,0.9
"[64, 128]",ReLU,25,0.001,16,0.8
"[64, 128]",ReLU,25,0.001,32,0.775
"[64, 128]",ReLU,25,0.001,64,0.8
"[64, 128]",ReLU,25,0.001,128,0.775
"[64, 128]",ReLU,25,0.001,256,0.675
"[64, 128]",ReLU,25,0.001,512,0.65
"[64, 128]",ReLU,25,0.0001,16,0.825
"[64, 128]",ReLU,25,0.0001,32,0.675
"[64, 128]",ReLU,25,0.0001,64,0.625
"[64, 128]",ReLU,25,0.0001,128,0.5
"[64, 128]",ReLU,25,0.0001,256,0.775
"[64, 128]",ReLU,25,0.0001,512,0.55
"[64, 128]",ReLU,50,10.0,16,0.55
"[64, 128]",ReLU,50,10.0,32,0.7
"[64, 128]",ReLU,50,10.0,64,0.475
"[64, 128]",ReLU,50,10.0,128,0.55
"[64, 128]",ReLU,50,10.0,256,0.7
"[64, 128]",ReLU,50,10.0,512,0.375
"[64, 128]",ReLU,50,1.0,16,0.3
"[64, 128]",ReLU,50,1.0,32,0.3
"[64, 128]",ReLU,50,1.0,64,0.3
"[64, 128]",ReLU,50,1.0,128,0.3
"[64, 128]",ReLU,50,1.0,256,0.7
"[64, 128]",ReLU,50,1.0,512,0.7
"[64, 128]",ReLU,50,0.1,16,0.775
"[64, 128]",ReLU,50,0.1,32,0.8
"[64, 128]",ReLU,50,0.1,64,0.85
"[64, 128]",ReLU,50,0.1,128,0.775
"[64, 128]",ReLU,50,0.1,256,0.75
"[64, 128]",ReLU,50,0.1,512,0.775
"[64, 128]",ReLU,50,0.01,16,0.85
"[64, 128]",ReLU,50,0.01,32,0.775
"[64, 128]",ReLU,50,0.01,64,0.775
"[64, 128]",ReLU,50,0.01,128,0.85
"[64, 128]",ReLU,50,0.01,256,0.85
"[64, 128]",ReLU,50,0.01,512,0.875
"[64, 128]",ReLU,50,0.001,16,0.8
"[64, 128]",ReLU,50,0.001,32,0.875
"[64, 128]",ReLU,50,0.001,64,0.75
"[64, 128]",ReLU,50,0.001,128,0.75
"[64, 128]",ReLU,50,0.001,256,0.775
"[64, 128]",ReLU,50,0.001,512,0.825
"[64, 128]",ReLU,50,0.0001,16,0.7
"[64, 128]",ReLU,50,0.0001,32,0.6
"[64, 128]",ReLU,50,0.0001,64,0.7
"[64, 128]",ReLU,50,0.0001,128,0.625
"[64, 128]",ReLU,50,0.0001,256,0.55
"[64, 128]",ReLU,50,0.0001,512,0.725
"[64, 128]",ReLU,100,10.0,16,0.7
"[64, 128]",ReLU,100,10.0,32,0.3
"[64, 128]",ReLU,100,10.0,64,0.7
"[64, 128]",ReLU,100,10.0,128,0.7
"[64, 128]",ReLU,100,10.0,256,0.7
"[64, 128]",ReLU,100,10.0,512,0.7
"[64, 128]",ReLU,100,1.0,16,0.3
"[64, 128]",ReLU,100,1.0,32,0.7
"[64, 128]",ReLU,100,1.0,64,0.575
"[64, 128]",ReLU,100,1.0,128,0.3
"[64, 128]",ReLU,100,1.0,256,0.625
"[64, 128]",ReLU,100,1.0,512,0.3
"[64, 128]",ReLU,100,0.1,16,0.5
"[64, 128]",ReLU,100,0.1,32,0.825
"[64, 128]",ReLU,100,0.1,64,0.725
"[64, 128]",ReLU,100,0.1,128,0.75
"[64, 128]",ReLU,100,0.1,256,0.775
"[64, 128]",ReLU,100,0.1,512,0.825
"[64, 128]",ReLU,100,0.01,16,0.85
"[64, 128]",ReLU,100,0.01,32,0.775
"[64, 128]",ReLU,100,0.01,64,0.825
"[64, 128]",ReLU,100,0.01,128,0.75
"[64, 128]",ReLU,100,0.01,256,0.775
"[64, 128]",ReLU,100,0.01,512,0.775
"[64, 128]",ReLU,100,0.001,16,0.85
"[64, 128]",ReLU,100,0.001,32,0.85
"[64, 128]",ReLU,100,0.001,64,0.85
"[64, 128]",ReLU,100,0.001,128,0.825
"[64, 128]",ReLU,100,0.001,256,0.8
"[64, 128]",ReLU,100,0.001,512,0.825
"[64, 128]",ReLU,100,0.0001,16,0.825
"[64, 128]",ReLU,100,0.0001,32,0.775
"[64, 128]",ReLU,100,0.0001,64,0.775
"[64, 128]",ReLU,100,0.0001,128,0.6
"[64, 128]",ReLU,100,0.0001,256,0.475
"[64, 128]",ReLU,100,0.0001,512,0.675
"[64, 128]",ReLU,250,10.0,16,0.375
"[64, 128]",ReLU,250,10.0,32,0.3
"[64, 128]",ReLU,250,10.0,64,0.5
"[64, 128]",ReLU,250,10.0,128,0.525
"[64, 128]",ReLU,250,10.0,256,0.7
"[64, 128]",ReLU,250,10.0,512,0.7
"[64, 128]",ReLU,250,1.0,16,0.3
"[64, 128]",ReLU,250,1.0,32,0.325
"[64, 128]",ReLU,250,1.0,64,0.7
"[64, 128]",ReLU,250,1.0,128,0.7
"[64, 128]",ReLU,250,1.0,256,0.3
"[64, 128]",ReLU,250,1.0,512,0.7
"[64, 128]",ReLU,250,0.1,16,0.8
"[64, 128]",ReLU,250,0.1,32,0.825
"[64, 128]",ReLU,250,0.1,64,0.825
"[64, 128]",ReLU,250,0.1,128,0.775
"[64, 128]",ReLU,250,0.1,256,0.775
"[64, 128]",ReLU,250,0.1,512,0.8
"[64, 128]",ReLU,250,0.01,16,0.8
"[64, 128]",ReLU,250,0.01,32,0.825
"[64, 128]",ReLU,250,0.01,64,0.825
"[64, 128]",ReLU,250,0.01,128,0.75
"[64, 128]",ReLU,250,0.01,256,0.85
"[64, 128]",ReLU,250,0.01,512,0.8
"[64, 128]",ReLU,250,0.001,16,0.85
"[64, 128]",ReLU,250,0.001,32,0.825
"[64, 128]",ReLU,250,0.001,64,0.85
"[64, 128]",ReLU,250,0.001,128,0.825
"[64, 128]",ReLU,250,0.001,256,0.85
"[64, 128]",ReLU,250,0.001,512,0.825
"[64, 128]",ReLU,250,0.0001,16,0.875
"[64, 128]",ReLU,250,0.0001,32,0.85
"[64, 128]",ReLU,250,0.0001,64,0.825
"[64, 128]",ReLU,250,0.0001,128,0.825
"[64, 128]",ReLU,250,0.0001,256,0.675
"[64, 128]",ReLU,250,0.0001,512,0.775
"[64, 128]",Sigmoid,1,10.0,16,0.3
"[64, 128]",Sigmoid,1,10.0,32,0.3
"[64, 128]",Sigmoid,1,10.0,64,0.7
"[64, 128]",Sigmoid,1,10.0,128,0.3
"[64, 128]",Sigmoid,1,10.0,256,0.7
"[64, 128]",Sigmoid,1,10.0,512,0.3
"[64, 128]",Sigmoid,1,1.0,16,0.3
"[64, 128]",Sigmoid,1,1.0,32,0.3
"[64, 128]",Sigmoid,1,1.0,64,0.3
"[64, 128]",Sigmoid,1,1.0,128,0.7
"[64, 128]",Sigmoid,1,1.0,256,0.3
"[64, 128]",Sigmoid,1,1.0,512,0.3
"[64, 128]",Sigmoid,1,0.1,16,0.3
"[64, 128]",Sigmoid,1,0.1,32,0.7
"[64, 128]",Sigmoid,1,0.1,64,0.3
"[64, 128]",Sigmoid,1,0.1,128,0.7
"[64, 128]",Sigmoid,1,0.1,256,0.7
"[64, 128]",Sigmoid,1,0.1,512,0.7
"[64, 128]",Sigmoid,1,0.01,16,0.4
"[64, 128]",Sigmoid,1,0.01,32,0.7
"[64, 128]",Sigmoid,1,0.01,64,0.3
"[64, 128]",Sigmoid,1,0.01,128,0.3
"[64, 128]",Sigmoid,1,0.01,256,0.3
"[64, 128]",Sigmoid,1,0.01,512,0.7
"[64, 128]",Sigmoid,1,0.001,16,0.3
"[64, 128]",Sigmoid,1,0.001,32,0.3
"[64, 128]",Sigmoid,1,0.001,64,0.7
"[64, 128]",Sigmoid,1,0.001,128,0.7
"[64, 128]",Sigmoid,1,0.001,256,0.7
"[64, 128]",Sigmoid,1,0.001,512,0.3
"[64, 128]",Sigmoid,1,0.0001,16,0.3
"[64, 128]",Sigmoid,1,0.0001,32,0.7
"[64, 128]",Sigmoid,1,0.0001,64,0.3
"[64, 128]",Sigmoid,1,0.0001,128,0.3
"[64, 128]",Sigmoid,1,0.0001,256,0.7
"[64, 128]",Sigmoid,1,0.0001,512,0.3
"[64, 128]",Sigmoid,10,10.0,16,0.3
"[64, 128]",Sigmoid,10,10.0,32,0.7
"[64, 128]",Sigmoid,10,10.0,64,0.3
"[64, 128]",Sigmoid,10,10.0,128,0.7
"[64, 128]",Sigmoid,10,10.0,256,0.7
"[64, 128]",Sigmoid,10,10.0,512,0.3
"[64, 128]",Sigmoid,10,1.0,16,0.3
"[64, 128]",Sigmoid,10,1.0,32,0.3
"[64, 128]",Sigmoid,10,1.0,64,0.3
"[64, 128]",Sigmoid,10,1.0,128,0.3
"[64, 128]",Sigmoid,10,1.0,256,0.7
"[64, 128]",Sigmoid,10,1.0,512,0.3
"[64, 128]",Sigmoid,10,0.1,16,0.475
"[64, 128]",Sigmoid,10,0.1,32,0.425
"[64, 128]",Sigmoid,10,0.1,64,0.475
"[64, 128]",Sigmoid,10,0.1,128,0.525
"[64, 128]",Sigmoid,10,0.1,256,0.7
"[64, 128]",Sigmoid,10,0.1,512,0.7
"[64, 128]",Sigmoid,10,0.01,16,0.6
"[64, 128]",Sigmoid,10,0.01,32,0.725
"[64, 128]",Sigmoid,10,0.01,64,0.7
"[64, 128]",Sigmoid,10,0.01,128,0.75
"[64, 128]",Sigmoid,10,0.01,256,0.625
"[64, 128]",Sigmoid,10,0.01,512,0.35
"[64, 128]",Sigmoid,10,0.001,16,0.45
"[64, 128]",Sigmoid,10,0.001,32,0.375
"[64, 128]",Sigmoid,10,0.001,64,0.325
"[64, 128]",Sigmoid,10,0.001,128,0.35
"[64, 128]",Sigmoid,10,0.001,256,0.3
"[64, 128]",Sigmoid,10,0.001,512,0.3
"[64, 128]",Sigmoid,10,0.0001,16,0.3
"[64, 128]",Sigmoid,10,0.0001,32,0.3
"[64, 128]",Sigmoid,10,0.0001,64,0.3
"[64, 128]",Sigmoid,10,0.0001,128,0.3
"[64, 128]",Sigmoid,10,0.0001,256,0.725
"[64, 128]",Sigmoid,10,0.0001,512,0.3
"[64, 128]",Sigmoid,25,10.0,16,0.3
"[64, 128]",Sigmoid,25,10.0,32,0.3
"[64, 128]",Sigmoid,25,10.0,64,0.7
"[64, 128]",Sigmoid,25,10.0,128,0.7
"[64, 128]",Sigmoid,25,10.0,256,0.3
"[64, 128]",Sigmoid,25,10.0,512,0.3
"[64, 128]",Sigmoid,25,1.0,16,0.7
"[64, 128]",Sigmoid,25,1.0,32,0.7
"[64, 128]",Sigmoid,25,1.0,64,0.3
"[64, 128]",Sigmoid,25,1.0,128,0.3
"[64, 128]",Sigmoid,25,1.0,256,0.7
"[64, 128]",Sigmoid,25,1.0,512,0.3
"[64, 128]",Sigmoid,25,0.1,16,0.775
"[64, 128]",Sigmoid,25,0.1,32,0.8
"[64, 128]",Sigmoid,25,0.1,64,0.575
"[64, 128]",Sigmoid,25,0.1,128,0.6
"[64, 128]",Sigmoid,25,0.1,256,0.6
"[64, 128]",Sigmoid,25,0.1,512,0.575
"[64, 128]",Sigmoid,25,0.01,16,0.75
"[64, 128]",Sigmoid,25,0.01,32,0.65
"[64, 128]",Sigmoid,25,0.01,64,0.65
"[64, 128]",Sigmoid,25,0.01,128,0.775
"[64, 128]",Sigmoid,25,0.01,256,0.7
"[64, 128]",Sigmoid,25,0.01,512,0.675
"[64, 128]",Sigmoid,25,0.001,16,0.7
"[64, 128]",Sigmoid,25,0.001,32,0.55
"[64, 128]",Sigmoid,25,0.001,64,0.375
"[64, 128]",Sigmoid,25,0.001,128,0.375
"[64, 128]",Sigmoid,25,0.001,256,0.375
"[64, 128]",Sigmoid,25,0.001,512,0.35
"[64, 128]",Sigmoid,25,0.0001,16,0.3
"[64, 128]",Sigmoid,25,0.0001,32,0.3
"[64, 128]",Sigmoid,25,0.0001,64,0.3
"[64, 128]",Sigmoid,25,0.0001,128,0.3
"[64, 128]",Sigmoid,25,0.0001,256,0.7
"[64, 128]",Sigmoid,25,0.0001,512,0.7
"[64, 128]",Sigmoid,50,10.0,16,0.7
"[64, 128]",Sigmoid,50,10.0,32,0.3
"[64, 128]",Sigmoid,50,10.0,64,0.7
"[64, 128]",Sigmoid,50,10.0,128,0.7
"[64, 128]",Sigmoid,50,10.0,256,0.3
"[64, 128]",Sigmoid,50,10.0,512,0.7
"[64, 128]",Sigmoid,50,1.0,16,0.7
"[64, 128]",Sigmoid,50,1.0,32,0.3
"[64, 128]",Sigmoid,50,1.0,64,0.7
"[64, 128]",Sigmoid,50,1.0,128,0.7
"[64, 128]",Sigmoid,50,1.0,256,0.3
"[64, 128]",Sigmoid,50,1.0,512,0.3
"[64, 128]",Sigmoid,50,0.1,16,0.625
"[64, 128]",Sigmoid,50,0.1,32,0.775
"[64, 128]",Sigmoid,50,0.1,64,0.65
"[64, 128]",Sigmoid,50,0.1,128,0.675
"[64, 128]",Sigmoid,50,0.1,256,0.75
"[64, 128]",Sigmoid,50,0.1,512,0.575
"[64, 128]",Sigmoid,50,0.01,16,0.775
"[64, 128]",Sigmoid,50,0.01,32,0.775
"[64, 128]",Sigmoid,50,0.01,64,0.75
"[64, 128]",Sigmoid,50,0.01,128,0.725
"[64, 128]",Sigmoid,50,0.01,256,0.725
"[64, 128]",Sigmoid,50,0.01,512,0.775
"[64, 128]",Sigmoid,50,0.001,16,0.7
"[64, 128]",Sigmoid,50,0.001,32,0.675
"[64, 128]",Sigmoid,50,0.001,64,0.675
"[64, 128]",Sigmoid,50,0.001,128,0.625
"[64, 128]",Sigmoid,50,0.001,256,0.4
"[64, 128]",Sigmoid,50,0.001,512,0.4
"[64, 128]",Sigmoid,50,0.0001,16,0.375
"[64, 128]",Sigmoid,50,0.0001,32,0.3
"[64, 128]",Sigmoid,50,0.0001,64,0.3
"[64, 128]",Sigmoid,50,0.0001,128,0.3
"[64, 128]",Sigmoid,50,0.0001,256,0.3
"[64, 128]",Sigmoid,50,0.0001,512,0.3
"[64, 128]",Sigmoid,100,10.0,16,0.7
"[64, 128]",Sigmoid,100,10.0,32,0.7
"[64, 128]",Sigmoid,100,10.0,64,0.3
"[64, 128]",Sigmoid,100,10.0,128,0.3
"[64, 128]",Sigmoid,100,10.0,256,0.7
"[64, 128]",Sigmoid,100,10.0,512,0.3
"[64, 128]",Sigmoid,100,1.0,16,0.3
"[64, 128]",Sigmoid,100,1.0,32,0.3
"[64, 128]",Sigmoid,100,1.0,64,0.3
"[64, 128]",Sigmoid,100,1.0,128,0.3
"[64, 128]",Sigmoid,100,1.0,256,0.3
"[64, 128]",Sigmoid,100,1.0,512,0.3
"[64, 128]",Sigmoid,100,0.1,16,0.7
"[64, 128]",Sigmoid,100,0.1,32,0.8
"[64, 128]",Sigmoid,100,0.1,64,0.75
"[64, 128]",Sigmoid,100,0.1,128,0.7
"[64, 128]",Sigmoid,100,0.1,256,0.725
"[64, 128]",Sigmoid,100,0.1,512,0.775
"[64, 128]",Sigmoid,100,0.01,16,0.7
"[64, 128]",Sigmoid,100,0.01,32,0.8
"[64, 128]",Sigmoid,100,0.01,64,0.8
"[64, 128]",Sigmoid,100,0.01,128,0.8
"[64, 128]",Sigmoid,100,0.01,256,0.825
"[64, 128]",Sigmoid,100,0.01,512,0.8
"[64, 128]",Sigmoid,100,0.001,16,0.75
"[64, 128]",Sigmoid,100,0.001,32,0.75
"[64, 128]",Sigmoid,100,0.001,64,0.75
"[64, 128]",Sigmoid,100,0.001,128,0.675
"[64, 128]",Sigmoid,100,0.001,256,0.725
"[64, 128]",Sigmoid,100,0.001,512,0.7
"[64, 128]",Sigmoid,100,0.0001,16,0.5
"[64, 128]",Sigmoid,100,0.0001,32,0.375
"[64, 128]",Sigmoid,100,0.0001,64,0.325
"[64, 128]",Sigmoid,100,0.0001,128,0.3
"[64, 128]",Sigmoid,100,0.0001,256,0.3
"[64, 128]",Sigmoid,100,0.0001,512,0.3
"[64, 128]",Sigmoid,250,10.0,16,0.3
"[64, 128]",Sigmoid,250,10.0,32,0.7
"[64, 128]",Sigmoid,250,10.0,64,0.7
"[64, 128]",Sigmoid,250,10.0,128,0.3
"[64, 128]",Sigmoid,250,10.0,256,0.3
"[64, 128]",Sigmoid,250,10.0,512,0.3
"[64, 128]",Sigmoid,250,1.0,16,0.3
"[64, 128]",Sigmoid,250,1.0,32,0.3
"[64, 128]",Sigmoid,250,1.0,64,0.7
"[64, 128]",Sigmoid,250,1.0,128,0.3
"[64, 128]",Sigmoid,250,1.0,256,0.7
"[64, 128]",Sigmoid,250,1.0,512,0.3
"[64, 128]",Sigmoid,250,0.1,16,0.725
"[64, 128]",Sigmoid,250,0.1,32,0.75
"[64, 128]",Sigmoid,250,0.1,64,0.6
"[64, 128]",Sigmoid,250,0.1,128,0.875
"[64, 128]",Sigmoid,250,0.1,256,0.75
"[64, 128]",Sigmoid,250,0.1,512,0.725
"[64, 128]",Sigmoid,250,0.01,16,0.8
"[64, 128]",Sigmoid,250,0.01,32,0.85
"[64, 128]",Sigmoid,250,0.01,64,0.75
"[64, 128]",Sigmoid,250,0.01,128,0.825
"[64, 128]",Sigmoid,250,0.01,256,0.85
"[64, 128]",Sigmoid,250,0.01,512,0.85
"[64, 128]",Sigmoid,250,0.001,16,0.825
"[64, 128]",Sigmoid,250,0.001,32,0.775
"[64, 128]",Sigmoid,250,0.001,64,0.8
"[64, 128]",Sigmoid,250,0.001,128,0.7
"[64, 128]",Sigmoid,250,0.001,256,0.825
"[64, 128]",Sigmoid,250,0.001,512,0.8
"[64, 128]",Sigmoid,250,0.0001,16,0.7
"[64, 128]",Sigmoid,250,0.0001,32,0.675
"[64, 128]",Sigmoid,250,0.0001,64,0.45
"[64, 128]",Sigmoid,250,0.0001,128,0.375
"[64, 128]",Sigmoid,250,0.0001,256,0.425
"[64, 128]",Sigmoid,250,0.0001,512,0.375
"[64, 128]",Tanh,1,10.0,16,0.475
"[64, 128]",Tanh,1,10.0,32,0.5
"[64, 128]",Tanh,1,10.0,64,0.45
"[64, 128]",Tanh,1,10.0,128,0.55
"[64, 128]",Tanh,1,10.0,256,0.625
"[64, 128]",Tanh,1,10.0,512,0.475
"[64, 128]",Tanh,1,1.0,16,0.45
"[64, 128]",Tanh,1,1.0,32,0.525
"[64, 128]",Tanh,1,1.0,64,0.625
"[64, 128]",Tanh,1,1.0,128,0.425
"[64, 128]",Tanh,1,1.0,256,0.525
"[64, 128]",Tanh,1,1.0,512,0.575
"[64, 128]",Tanh,1,0.1,16,0.575
"[64, 128]",Tanh,1,0.1,32,0.65
"[64, 128]",Tanh,1,0.1,64,0.4
"[64, 128]",Tanh,1,0.1,128,0.5
"[64, 128]",Tanh,1,0.1,256,0.575
"[64, 128]",Tanh,1,0.1,512,0.5
"[64, 128]",Tanh,1,0.01,16,0.775
"[64, 128]",Tanh,1,0.01,32,0.6
"[64, 128]",Tanh,1,0.01,64,0.65
"[64, 128]",Tanh,1,0.01,128,0.6
"[64, 128]",Tanh,1,0.01,256,0.45
"[64, 128]",Tanh,1,0.01,512,0.425
"[64, 128]",Tanh,1,0.001,16,0.625
"[64, 128]",Tanh,1,0.001,32,0.6
"[64, 128]",Tanh,1,0.001,64,0.6
"[64, 128]",Tanh,1,0.001,128,0.675
"[64, 128]",Tanh,1,0.001,256,0.5
"[64, 128]",Tanh,1,0.001,512,0.525
"[64, 128]",Tanh,1,0.0001,16,0.375
"[64, 128]",Tanh,1,0.0001,32,0.525
"[64, 128]",Tanh,1,0.0001,64,0.65
"[64, 128]",Tanh,1,0.0001,128,0.5
"[64, 128]",Tanh,1,0.0001,256,0.6
"[64, 128]",Tanh,1,0.0001,512,0.45
"[64, 128]",Tanh,10,10.0,16,0.625
"[64, 128]",Tanh,10,10.0,32,0.425
"[64, 128]",Tanh,10,10.0,64,0.55
"[64, 128]",Tanh,10,10.0,128,0.625
"[64, 128]",Tanh,10,10.0,256,0.4
"[64, 128]",Tanh,10,10.0,512,0.55
"[64, 128]",Tanh,10,1.0,16,0.55
"[64, 128]",Tanh,10,1.0,32,0.475
"[64, 128]",Tanh,10,1.0,64,0.575
"[64, 128]",Tanh,10,1.0,128,0.55
"[64, 128]",Tanh,10,1.0,256,0.55
"[64, 128]",Tanh,10,1.0,512,0.55
"[64, 128]",Tanh,10,0.1,16,0.8
"[64, 128]",Tanh,10,0.1,32,0.675
"[64, 128]",Tanh,10,0.1,64,0.75
"[64, 128]",Tanh,10,0.1,128,0.8
"[64, 128]",Tanh,10,0.1,256,0.5
"[64, 128]",Tanh,10,0.1,512,0.5
"[64, 128]",Tanh,10,0.01,16,0.775
"[64, 128]",Tanh,10,0.01,32,0.825
"[64, 128]",Tanh,10,0.01,64,0.7
"[64, 128]",Tanh,10,0.01,128,0.75
"[64, 128]",Tanh,10,0.01,256,0.725
"[64, 128]",Tanh,10,0.01,512,0.775
"[64, 128]",Tanh,10,0.001,16,0.775
"[64, 128]",Tanh,10,0.001,32,0.75
"[64, 128]",Tanh,10,0.001,64,0.65
"[64, 128]",Tanh,10,0.001,128,0.625
"[64, 128]",Tanh,10,0.001,256,0.625
"[64, 128]",Tanh,10,0.001,512,0.475
"[64, 128]",Tanh,10,0.0001,16,0.575
"[64, 128]",Tanh,10,0.0001,32,0.5
"[64, 128]",Tanh,10,0.0001,64,0.675
"[64, 128]",Tanh,10,0.0001,128,0.65
"[64, 128]",Tanh,10,0.0001,256,0.65
"[64, 128]",Tanh,10,0.0001,512,0.65
"[64, 128]",Tanh,25,10.0,16,0.525
"[64, 128]",Tanh,25,10.0,32,0.475
"[64, 128]",Tanh,25,10.0,64,0.575
"[64, 128]",Tanh,25,10.0,128,0.45
"[64, 128]",Tanh,25,10.0,256,0.55
"[64, 128]",Tanh,25,10.0,512,0.45
"[64, 128]",Tanh,25,1.0,16,0.475
"[64, 128]",Tanh,25,1.0,32,0.65
"[64, 128]",Tanh,25,1.0,64,0.625
"[64, 128]",Tanh,25,1.0,128,0.45
"[64, 128]",Tanh,25,1.0,256,0.6
"[64, 128]",Tanh,25,1.0,512,0.525
"[64, 128]",Tanh,25,0.1,16,0.725
"[64, 128]",Tanh,25,0.1,32,0.7
"[64, 128]",Tanh,25,0.1,64,0.7
"[64, 128]",Tanh,25,0.1,128,0.725
"[64, 128]",Tanh,25,0.1,256,0.675
"[64, 128]",Tanh,25,0.1,512,0.575
"[64, 128]",Tanh,25,0.01,16,0.8
"[64, 128]",Tanh,25,0.01,32,0.85
"[64, 128]",Tanh,25,0.01,64,0.85
"[64, 128]",Tanh,25,0.01,128,0.75
"[64, 128]",Tanh,25,0.01,256,0.8
"[64, 128]",Tanh,25,0.01,512,0.8
"[64, 128]",Tanh,25,0.001,16,0.85
"[64, 128]",Tanh,25,0.001,32,0.8
"[64, 128]",Tanh,25,0.001,64,0.75
"[64, 128]",Tanh,25,0.001,128,0.725
"[64, 128]",Tanh,25,0.001,256,0.725
"[64, 128]",Tanh,25,0.001,512,0.675
"[64, 128]",Tanh,25,0.0001,16,0.65
"[64, 128]",Tanh,25,0.0001,32,0.6
"[64, 128]",Tanh,25,0.0001,64,0.675
"[64, 128]",Tanh,25,0.0001,128,0.75
"[64, 128]",Tanh,25,0.0001,256,0.7
"[64, 128]",Tanh,25,0.0001,512,0.475
"[64, 128]",Tanh,50,10.0,16,0.5
"[64, 128]",Tanh,50,10.0,32,0.475
"[64, 128]",Tanh,50,10.0,64,0.575
"[64, 128]",Tanh,50,10.0,128,0.525
"[64, 128]",Tanh,50,10.0,256,0.625
"[64, 128]",Tanh,50,10.0,512,0.4
"[64, 128]",Tanh,50,1.0,16,0.475
"[64, 128]",Tanh,50,1.0,32,0.5
"[64, 128]",Tanh,50,1.0,64,0.525
"[64, 128]",Tanh,50,1.0,128,0.55
"[64, 128]",Tanh,50,1.0,256,0.65
"[64, 128]",Tanh,50,1.0,512,0.7
"[64, 128]",Tanh,50,0.1,16,0.725
"[64, 128]",Tanh,50,0.1,32,0.675
"[64, 128]",Tanh,50,0.1,64,0.75
"[64, 128]",Tanh,50,0.1,128,0.625
"[64, 128]",Tanh,50,0.1,256,0.65
"[64, 128]",Tanh,50,0.1,512,0.7
"[64, 128]",Tanh,50,0.01,16,0.85
"[64, 128]",Tanh,50,0.01,32,0.825
"[64, 128]",Tanh,50,0.01,64,0.8
"[64, 128]",Tanh,50,0.01,128,0.85
"[64, 128]",Tanh,50,0.01,256,0.825
"[64, 128]",Tanh,50,0.01,512,0.825
"[64, 128]",Tanh,50,0.001,16,0.8
"[64, 128]",Tanh,50,0.001,32,0.85
"[64, 128]",Tanh,50,0.001,64,0.75
"[64, 128]",Tanh,50,0.001,128,0.75
