Hidden Layers,Activation Function,Epochs,Learning Rate,Batch Size,MSE
[32],ReLU,250,0.0001,64,0.030925661
[32],ReLU,250,0.0001,128,0.041033648
[32],ReLU,250,0.0001,256,0.054242846
[32],ReLU,250,0.0001,512,0.074332096
[32],Tanh,1,0.1,16,0.01612577
[32],Tanh,1,0.1,32,0.017059224
[32],Tanh,1,0.1,64,0.017574849
[32],Tanh,1,0.1,128,0.017975518
[32],Tanh,1,0.1,256,0.017538907
[32],Tanh,1,0.1,512,0.022640783
[32],Tanh,1,0.01,16,0.017447965
[32],Tanh,1,0.01,32,0.020091346
[32],Tanh,1,0.01,64,0.030566176
[32],Tanh,1,0.01,128,0.07023955
[32],Tanh,1,0.01,256,0.16356024
[32],Tanh,1,0.01,512,0.15995876
[32],Tanh,1,0.001,16,0.088252656
[32],Tanh,1,0.001,32,0.12216658
[32],Tanh,1,0.001,64,0.16851327
[32],Tanh,1,0.001,128,0.14183933
[32],Tanh,1,0.001,256,0.42726487
[32],Tanh,1,0.001,512,0.2592225
[32],Tanh,1,0.0001,16,0.13333276
[32],Tanh,1,0.0001,32,0.35925406
[32],Tanh,1,0.0001,64,0.59487605
[32],Tanh,1,0.0001,128,0.34893876
[32],Tanh,1,0.0001,256,0.45267233
[32],Tanh,1,0.0001,512,0.18903394
[32],Tanh,10,0.1,16,0.0149658555
[32],Tanh,10,0.1,32,0.015063985
[32],Tanh,10,0.1,64,0.018085673
[32],Tanh,10,0.1,128,0.015739346
[32],Tanh,10,0.1,256,0.016405175
[32],Tanh,10,0.1,512,0.017194081
[32],Tanh,10,0.01,16,0.015883783
[32],Tanh,10,0.01,32,0.015973715
[32],Tanh,10,0.01,64,0.016068054
[32],Tanh,10,0.01,128,0.016696667
[32],Tanh,10,0.01,256,0.019408807
[32],Tanh,10,0.01,512,0.029098818
[32],Tanh,10,0.001,16,0.018377893
[32],Tanh,10,0.001,32,0.021090936
[32],Tanh,10,0.001,64,0.0378163
[32],Tanh,10,0.001,128,0.055538584
[32],Tanh,10,0.001,256,0.12920128
[32],Tanh,10,0.001,512,0.09174974
[32],Tanh,10,0.0001,16,0.0775669
[32],Tanh,10,0.0001,32,0.191786
[32],Tanh,10,0.0001,64,0.10188906
[32],Tanh,10,0.0001,128,0.36483204
[32],Tanh,10,0.0001,256,0.40513292
[32],Tanh,10,0.0001,512,0.26372862
[32],Tanh,25,0.1,16,0.014577834
[32],Tanh,25,0.1,32,0.014818665
[32],Tanh,25,0.1,64,0.015093589
[32],Tanh,25,0.1,128,0.015252535
[32],Tanh,25,0.1,256,0.015460788
[32],Tanh,25,0.1,512,0.015655894
[32],Tanh,25,0.01,16,0.015893782
[32],Tanh,25,0.01,32,0.016018862
[32],Tanh,25,0.01,64,0.017108575
[32],Tanh,25,0.01,128,0.01598048
[32],Tanh,25,0.01,256,0.016823348
[32],Tanh,25,0.01,512,0.018623784
[32],Tanh,25,0.001,16,0.015935518
[32],Tanh,25,0.001,32,0.016934866
[32],Tanh,25,0.001,64,0.019532291
[32],Tanh,25,0.001,128,0.031511284
[32],Tanh,25,0.001,256,0.062077418
[32],Tanh,25,0.001,512,0.07419406
[32],Tanh,25,0.0001,16,0.021967482
[32],Tanh,25,0.0001,32,0.11611212
[32],Tanh,25,0.0001,64,0.20769602
[32],Tanh,25,0.0001,128,0.12808344
[32],Tanh,25,0.0001,256,0.17548642
[32],Tanh,25,0.0001,512,0.48152915
[32],Tanh,50,0.1,16,0.013645008
[32],Tanh,50,0.1,32,0.014339353
[32],Tanh,50,0.1,64,0.01483208
[32],Tanh,50,0.1,128,0.015217932
[32],Tanh,50,0.1,256,0.01586898
[32],Tanh,50,0.1,512,0.015652366
[32],Tanh,50,0.01,16,0.014955255
[32],Tanh,50,0.01,32,0.015485132
[32],Tanh,50,0.01,64,0.01610337
[32],Tanh,50,0.01,128,0.015827695
[32],Tanh,50,0.01,256,0.016253674
[32],Tanh,50,0.01,512,0.01649901
[32],Tanh,50,0.001,16,0.016952127
[32],Tanh,50,0.001,32,0.016121034
[32],Tanh,50,0.001,64,0.01802506
[32],Tanh,50,0.001,128,0.01967339
[32],Tanh,50,0.001,256,0.024813434
[32],Tanh,50,0.001,512,0.054903388
[32],Tanh,50,0.0001,16,0.020413935
[32],Tanh,50,0.0001,32,0.036008142
[32],Tanh,50,0.0001,64,0.070972584
[32],Tanh,50,0.0001,128,0.120482855
[32],Tanh,50,0.0001,256,0.18397185
[32],Tanh,50,0.0001,512,0.4017925
[32],Tanh,100,0.1,16,0.014003184
[32],Tanh,100,0.1,32,0.014537945
[32],Tanh,100,0.1,64,0.016530953
[32],Tanh,100,0.1,128,0.014368603
[32],Tanh,100,0.1,256,0.014401487
[32],Tanh,100,0.1,512,0.014586236
[32],Tanh,100,0.01,16,0.01422966
[32],Tanh,100,0.01,32,0.01500165
[32],Tanh,100,0.01,64,0.01564912
[32],Tanh,100,0.01,128,0.01592931
[32],Tanh,100,0.01,256,0.015330447
[32],Tanh,100,0.01,512,0.016395126
[32],Tanh,100,0.001,16,0.015976846
[32],Tanh,100,0.001,32,0.015600175
[32],Tanh,100,0.001,64,0.016957251
[32],Tanh,100,0.001,128,0.017295955
[32],Tanh,100,0.001,256,0.019096075
[32],Tanh,100,0.001,512,0.025078261
[32],Tanh,100,0.0001,16,0.017215444
[32],Tanh,100,0.0001,32,0.018057855
[32],Tanh,100,0.0001,64,0.028048744
[32],Tanh,100,0.0001,128,0.05104434
[32],Tanh,100,0.0001,256,0.15332931
[32],Tanh,100,0.0001,512,0.17152971
[32],Tanh,250,0.1,16,0.014550149
[32],Tanh,250,0.1,32,0.014494577
[32],Tanh,250,0.1,64,0.016538117
[32],Tanh,250,0.1,128,0.014294936
[32],Tanh,250,0.1,256,0.013992455
[32],Tanh,250,0.1,512,0.014694751
[32],Tanh,250,0.01,16,0.014155715
[32],Tanh,250,0.01,32,0.01408438
[32],Tanh,250,0.01,64,0.014290001
[32],Tanh,250,0.01,128,0.015142734
[32],Tanh,250,0.01,256,0.015420848
[32],Tanh,250,0.01,512,0.016042916
[32],Tanh,250,0.001,16,0.015308134
[32],Tanh,250,0.001,32,0.0155095
[32],Tanh,250,0.001,64,0.015590909
[32],Tanh,250,0.001,128,0.01580252
[32],Tanh,250,0.001,256,0.017572679
[32],Tanh,250,0.001,512,0.018826127
[32],Tanh,250,0.0001,16,0.016228942
[32],Tanh,250,0.0001,32,0.017418107
[32],Tanh,250,0.0001,64,0.016878108
[32],Tanh,250,0.0001,128,0.033410728
[32],Tanh,250,0.0001,256,0.046976004
[32],Tanh,250,0.0001,512,0.09103375
[64],Identity,1,0.1,16,0.025559623
[64],Identity,1,0.1,32,0.04863914
[64],Identity,1,0.1,64,0.022654688
[64],Identity,1,0.1,128,0.01796734
[64],Identity,1,0.1,256,0.019223053
[64],Identity,1,0.1,512,0.01679413
[64],Identity,1,0.01,16,0.016385872
[64],Identity,1,0.01,32,0.016512744
[64],Identity,1,0.01,64,0.016107598
[64],Identity,1,0.01,128,0.031847242
[64],Identity,1,0.01,256,0.12873903
[64],Identity,1,0.01,512,0.18969978
[64],Identity,1,0.001,16,0.03676876
[64],Identity,1,0.001,32,0.08410307
[64],Identity,1,0.001,64,0.13408172
[64],Identity,1,0.001,128,0.13882421
[64],Identity,1,0.001,256,0.41597083
[64],Identity,1,0.001,512,0.2393957
[64],Identity,1,0.0001,16,0.1908606
[64],Identity,1,0.0001,32,0.2736037
[64],Identity,1,0.0001,64,0.35818502
[64],Identity,1,0.0001,128,0.26080003
[64],Identity,1,0.0001,256,0.3631768
[64],Identity,1,0.0001,512,0.6642181
[64],Identity,10,0.1,16,0.018195594
[64],Identity,10,0.1,32,0.017887587
[64],Identity,10,0.1,64,0.020104377
[64],Identity,10,0.1,128,0.016116155
[64],Identity,10,0.1,256,0.018254608
[64],Identity,10,0.1,512,0.015877448
[64],Identity,10,0.01,16,0.016422
[64],Identity,10,0.01,32,0.015702313
[64],Identity,10,0.01,64,0.015527602
[64],Identity,10,0.01,128,0.016177963
[64],Identity,10,0.01,256,0.016539048
[64],Identity,10,0.01,512,0.018081155
[64],Identity,10,0.001,16,0.015840694
[64],Identity,10,0.001,32,0.017515078
[64],Identity,10,0.001,64,0.016483374
[64],Identity,10,0.001,128,0.023753773
[64],Identity,10,0.001,256,0.121024854
[64],Identity,10,0.001,512,0.072025284
[64],Identity,10,0.0001,16,0.052023392
[64],Identity,10,0.0001,32,0.116016455
[64],Identity,10,0.0001,64,0.23159038
[64],Identity,10,0.0001,128,0.11567457
[64],Identity,10,0.0001,256,0.169619
[64],Identity,10,0.0001,512,0.360222
[64],Identity,25,0.1,16,0.020741249
[64],Identity,25,0.1,32,0.01672827
[64],Identity,25,0.1,64,0.019752393
[64],Identity,25,0.1,128,0.019765878
[64],Identity,25,0.1,256,0.016618982
[64],Identity,25,0.1,512,0.016797662
[64],Identity,25,0.01,16,0.016093265
[64],Identity,25,0.01,32,0.015938887
[64],Identity,25,0.01,64,0.015971534
[64],Identity,25,0.01,128,0.015915805
[64],Identity,25,0.01,256,0.016684724
[64],Identity,25,0.01,512,0.015842542
[64],Identity,25,0.001,16,0.016183607
[64],Identity,25,0.001,32,0.01604138
[64],Identity,25,0.001,64,0.017507298
[64],Identity,25,0.001,128,0.017101618
[64],Identity,25,0.001,256,0.017764352
[64],Identity,25,0.001,512,0.071963415
[64],Identity,25,0.0001,16,0.018294904
[64],Identity,25,0.0001,32,0.024474733
[64],Identity,25,0.0001,64,0.079491206
[64],Identity,25,0.0001,128,0.18953145
[64],Identity,25,0.0001,256,0.3077795
[64],Identity,25,0.0001,512,0.35659567
[64],Identity,50,0.1,16,0.016479468
[64],Identity,50,0.1,32,0.022115212
[64],Identity,50,0.1,64,0.02026693
[64],Identity,50,0.1,128,0.016653625
[64],Identity,50,0.1,256,0.015763763
[64],Identity,50,0.1,512,0.016170211
[64],Identity,50,0.01,16,0.016308615
[64],Identity,50,0.01,32,0.01580783
[64],Identity,50,0.01,64,0.016012937
[64],Identity,50,0.01,128,0.015938718
[64],Identity,50,0.01,256,0.01593244
[64],Identity,50,0.01,512,0.016021602
[64],Identity,50,0.001,16,0.016241785
[64],Identity,50,0.001,32,0.015996939
[64],Identity,50,0.001,64,0.016308287
[64],Identity,50,0.001,128,0.017510092
[64],Identity,50,0.001,256,0.017915322
[64],Identity,50,0.001,512,0.023219513
[64],Identity,50,0.0001,16,0.015903305
[64],Identity,50,0.0001,32,0.01943753
[64],Identity,50,0.0001,64,0.02764793
[64],Identity,50,0.0001,128,0.08348426
[64],Identity,50,0.0001,256,0.10819173
[64],Identity,50,0.0001,512,0.19822925
[64],Identity,100,0.1,16,0.016236661
[64],Identity,100,0.1,32,0.01668131
[64],Identity,100,0.1,64,0.017520573
[64],Identity,100,0.1,128,0.017445903
[64],Identity,100,0.1,256,0.016859248
[64],Identity,100,0.1,512,0.015779685
[64],Identity,100,0.01,16,0.016172074
[64],Identity,100,0.01,32,0.015727066
[64],Identity,100,0.01,64,0.016067985
[64],Identity,100,0.01,128,0.015837085
[64],Identity,100,0.01,256,0.01586086
[64],Identity,100,0.01,512,0.015824422
[64],Identity,100,0.001,16,0.01590857
[64],Identity,100,0.001,32,0.016187632
[64],Identity,100,0.001,64,0.015870742
[64],Identity,100,0.001,128,0.016264133
[64],Identity,100,0.001,256,0.016717393
[64],Identity,100,0.001,512,0.018259613
[64],Identity,100,0.0001,16,0.016749358
[64],Identity,100,0.0001,32,0.016447527
[64],Identity,100,0.0001,64,0.020850735
[64],Identity,100,0.0001,128,0.04274092
[64],Identity,100,0.0001,256,0.05307613
[64],Identity,100,0.0001,512,0.17923748
[64],Identity,250,0.1,16,0.015955007
[64],Identity,250,0.1,32,0.01677575
[64],Identity,250,0.1,64,0.01697174
[64],Identity,250,0.1,128,0.016360532
[64],Identity,250,0.1,256,0.016002698
[64],Identity,250,0.1,512,0.016405035
[64],Identity,250,0.01,16,0.015939552
[64],Identity,250,0.01,32,0.015871445
[64],Identity,250,0.01,64,0.015933482
[64],Identity,250,0.01,128,0.015866566
[64],Identity,250,0.01,256,0.015808417
[64],Identity,250,0.01,512,0.01581662
[64],Identity,250,0.001,16,0.015785366
[64],Identity,250,0.001,32,0.01587079
[64],Identity,250,0.001,64,0.01585076
[64],Identity,250,0.001,128,0.01589834
[64],Identity,250,0.001,256,0.015569436
[64],Identity,250,0.001,512,0.015803732
[64],Identity,250,0.0001,16,0.015959943
[64],Identity,250,0.0001,32,0.016999159
[64],Identity,250,0.0001,64,0.015869722
[64],Identity,250,0.0001,128,0.01662627
[64],Identity,250,0.0001,256,0.021399751
[64],Identity,250,0.0001,512,0.08227102
[64],Sigmoid,1,0.1,16,0.049691208
[64],Sigmoid,1,0.1,32,0.023593416
[64],Sigmoid,1,0.1,64,0.028433971
[64],Sigmoid,1,0.1,128,0.097191416
[64],Sigmoid,1,0.1,256,0.14321099
[64],Sigmoid,1,0.1,512,9.936296
[64],Sigmoid,1,0.01,16,0.017437512
[64],Sigmoid,1,0.01,32,0.020128416
[64],Sigmoid,1,0.01,64,0.026489383
[64],Sigmoid,1,0.01,128,0.02550653
[64],Sigmoid,1,0.01,256,0.02650278
[64],Sigmoid,1,0.01,512,0.02060243
[64],Sigmoid,1,0.001,16,0.020567473
[64],Sigmoid,1,0.001,32,0.02883597
[64],Sigmoid,1,0.001,64,0.035216562
[64],Sigmoid,1,0.001,128,0.03659997
[64],Sigmoid,1,0.001,256,0.11990379
[64],Sigmoid,1,0.001,512,0.05119548
[64],Sigmoid,1,0.0001,16,0.0952069
[64],Sigmoid,1,0.0001,32,0.11095874
[64],Sigmoid,1,0.0001,64,0.11235553
[64],Sigmoid,1,0.0001,128,0.46596742
[64],Sigmoid,1,0.0001,256,0.24414545
[64],Sigmoid,1,0.0001,512,0.24004364
[64],Sigmoid,10,0.1,16,0.01738218
[64],Sigmoid,10,0.1,32,0.01576678
[64],Sigmoid,10,0.1,64,0.021197876
[64],Sigmoid,10,0.1,128,0.020271672
[64],Sigmoid,10,0.1,256,0.021836806
[64],Sigmoid,10,0.1,512,0.022964966
[64],Sigmoid,10,0.01,16,0.01601739
[64],Sigmoid,10,0.01,32,0.016675282
[64],Sigmoid,10,0.01,64,0.01669456
[64],Sigmoid,10,0.01,128,0.019968582
[64],Sigmoid,10,0.01,256,0.02050453
[64],Sigmoid,10,0.01,512,0.022322414
[64],Sigmoid,10,0.001,16,0.019118674
[64],Sigmoid,10,0.001,32,0.01953467
[64],Sigmoid,10,0.001,64,0.022804275
[64],Sigmoid,10,0.001,128,0.02356536
[64],Sigmoid,10,0.001,256,0.019719675
[64],Sigmoid,10,0.001,512,0.03266877
[64],Sigmoid,10,0.0001,16,0.027827496
[64],Sigmoid,10,0.0001,32,0.028038753
[64],Sigmoid,10,0.0001,64,0.04824862
[64],Sigmoid,10,0.0001,128,0.05850082
[64],Sigmoid,10,0.0001,256,0.07439471
[64],Sigmoid,10,0.0001,512,0.077885285
[64],Sigmoid,25,0.1,16,0.014768011
[64],Sigmoid,25,0.1,32,0.015513484
[64],Sigmoid,25,0.1,64,0.015755713
[64],Sigmoid,25,0.1,128,0.016806662
[64],Sigmoid,25,0.1,256,0.016099302
[64],Sigmoid,25,0.1,512,0.016537305
[64],Sigmoid,25,0.01,16,0.016115125
[64],Sigmoid,25,0.01,32,0.016246274
[64],Sigmoid,25,0.01,64,0.01625478
[64],Sigmoid,25,0.01,128,0.015899634
[64],Sigmoid,25,0.01,256,0.016360402
[64],Sigmoid,25,0.01,512,0.018509783
[64],Sigmoid,25,0.001,16,0.016446684
[64],Sigmoid,25,0.001,32,0.018258132
[64],Sigmoid,25,0.001,64,0.018416917
[64],Sigmoid,25,0.001,128,0.020945296
[64],Sigmoid,25,0.001,256,0.02327725
[64],Sigmoid,25,0.001,512,0.027255785
[64],Sigmoid,25,0.0001,16,0.023356056
[64],Sigmoid,25,0.0001,32,0.024384392
[64],Sigmoid,25,0.0001,64,0.025616426
[64],Sigmoid,25,0.0001,128,0.024666153
[64],Sigmoid,25,0.0001,256,0.058136545
[64],Sigmoid,25,0.0001,512,0.038540516
[64],Sigmoid,50,0.1,16,0.016110824
[64],Sigmoid,50,0.1,32,0.016470093
[64],Sigmoid,50,0.1,64,0.01565732
[64],Sigmoid,50,0.1,128,0.017068341
[64],Sigmoid,50,0.1,256,0.018118037
[64],Sigmoid,50,0.1,512,0.020919295
[64],Sigmoid,50,0.01,16,0.015537924
[64],Sigmoid,50,0.01,32,0.01588346
[64],Sigmoid,50,0.01,64,0.015898343
[64],Sigmoid,50,0.01,128,0.015823921
[64],Sigmoid,50,0.01,256,0.016254548
[64],Sigmoid,50,0.01,512,0.016857773
[64],Sigmoid,50,0.001,16,0.01615955
[64],Sigmoid,50,0.001,32,0.016115673
[64],Sigmoid,50,0.001,64,0.017861782
[64],Sigmoid,50,0.001,128,0.019737104
[64],Sigmoid,50,0.001,256,0.02390419
[64],Sigmoid,50,0.001,512,0.02192435
[64],Sigmoid,50,0.0001,16,0.018371388
[64],Sigmoid,50,0.0001,32,0.020630678
[64],Sigmoid,50,0.0001,64,0.021671249
[64],Sigmoid,50,0.0001,128,0.02600553
[64],Sigmoid,50,0.0001,256,0.027403133
[64],Sigmoid,50,0.0001,512,0.07381175
[64],Sigmoid,100,0.1,16,0.014277075
[64],Sigmoid,100,0.1,32,0.018232754
[64],Sigmoid,100,0.1,64,0.014902833
[64],Sigmoid,100,0.1,128,0.015613574
[64],Sigmoid,100,0.1,256,0.0165551
[64],Sigmoid,100,0.1,512,0.01905973
[64],Sigmoid,100,0.01,16,0.015572046
[64],Sigmoid,100,0.01,32,0.015783671
[64],Sigmoid,100,0.01,64,0.01648842
[64],Sigmoid,100,0.01,128,0.015781613
[64],Sigmoid,100,0.01,256,0.01587305
[64],Sigmoid,100,0.01,512,0.01640864
[64],Sigmoid,100,0.001,16,0.015619042
[64],Sigmoid,100,0.001,32,0.016590822
[64],Sigmoid,100,0.001,64,0.016946545
[64],Sigmoid,100,0.001,128,0.018838583
[64],Sigmoid,100,0.001,256,0.01927635
[64],Sigmoid,100,0.001,512,0.024962325
[64],Sigmoid,100,0.0001,16,0.016933138
[64],Sigmoid,100,0.0001,32,0.018280301
[64],Sigmoid,100,0.0001,64,0.018499417
[64],Sigmoid,100,0.0001,128,0.025590029
[64],Sigmoid,100,0.0001,256,0.029665876
[64],Sigmoid,100,0.0001,512,0.023402767
[64],Sigmoid,250,0.1,16,0.014334315
[64],Sigmoid,250,0.1,32,0.013930858
[64],Sigmoid,250,0.1,64,0.014296008
[64],Sigmoid,250,0.1,128,0.015755974
[64],Sigmoid,250,0.1,256,0.016426
[64],Sigmoid,250,0.1,512,0.016178748
[64],Sigmoid,250,0.01,16,0.015370665
[64],Sigmoid,250,0.01,32,0.016183132
[64],Sigmoid,250,0.01,64,0.015582521
[64],Sigmoid,250,0.01,128,0.015683547
[64],Sigmoid,250,0.01,256,0.015852321
[64],Sigmoid,250,0.01,512,0.01584981
[64],Sigmoid,250,0.001,16,0.015947264
[64],Sigmoid,250,0.001,32,0.016034016
[64],Sigmoid,250,0.001,64,0.016085602
[64],Sigmoid,250,0.001,128,0.01682844
[64],Sigmoid,250,0.001,256,0.01827592
[64],Sigmoid,250,0.001,512,0.01994962
[64],Sigmoid,250,0.0001,16,0.01665474
[64],Sigmoid,250,0.0001,32,0.019371158
[64],Sigmoid,250,0.0001,64,0.019797787
[64],Sigmoid,250,0.0001,128,0.021713225
[64],Sigmoid,250,0.0001,256,0.022805687
[64],Sigmoid,250,0.0001,512,0.024302742
[64],ReLU,1,0.1,16,0.02334502
[64],ReLU,1,0.1,32,0.017248413
[64],ReLU,1,0.1,64,0.019396253
[64],ReLU,1,0.1,128,0.023915444
[64],ReLU,1,0.1,256,0.032874104
[64],ReLU,1,0.1,512,0.037456837
[64],ReLU,1,0.01,16,0.026016917
[64],ReLU,1,0.01,32,0.02922711
[64],ReLU,1,0.01,64,0.033666104
[64],ReLU,1,0.01,128,0.041643657
[64],ReLU,1,0.01,256,0.06556733
[64],ReLU,1,0.01,512,0.11123016
[64],ReLU,1,0.001,16,0.053562827
[64],ReLU,1,0.001,32,0.118931
[64],ReLU,1,0.001,64,0.17346968
[64],ReLU,1,0.001,128,0.20930716
[64],ReLU,1,0.001,256,0.1918188
[64],ReLU,1,0.001,512,0.45358056
[64],ReLU,1,0.0001,16,0.25788808
[64],ReLU,1,0.0001,32,0.34045884
[64],ReLU,1,0.0001,64,0.20136538
[64],ReLU,1,0.0001,128,0.27006638
[64],ReLU,1,0.0001,256,0.19682355
[64],ReLU,1,0.0001,512,0.24504055
[64],ReLU,10,0.1,16,0.01455828
[64],ReLU,10,0.1,32,0.014476596
[64],ReLU,10,0.1,64,0.014976918
[64],ReLU,10,0.1,128,0.015219278
[64],ReLU,10,0.1,256,0.016621659
[64],ReLU,10,0.1,512,0.017936788
[64],ReLU,10,0.01,16,0.015064771
[64],ReLU,10,0.01,32,0.016197113
[64],ReLU,10,0.01,64,0.02184718
[64],ReLU,10,0.01,128,0.022274278
[64],ReLU,10,0.01,256,0.031745423
[64],ReLU,10,0.01,512,0.042842392
[64],ReLU,10,0.001,16,0.031631134
[64],ReLU,10,0.001,32,0.024985159
[64],ReLU,10,0.001,64,0.031358868
[64],ReLU,10,0.001,128,0.047071893
[64],ReLU,10,0.001,256,0.07566003
[64],ReLU,10,0.001,512,0.051799532
[64],ReLU,10,0.0001,16,0.05737453
[64],ReLU,10,0.0001,32,0.07552766
[64],ReLU,10,0.0001,64,0.14421825
[64],ReLU,10,0.0001,128,0.41708374
[64],ReLU,10,0.0001,256,0.29073495
[64],ReLU,10,0.0001,512,0.39678177
[64],ReLU,25,0.1,16,0.014429749
[64],ReLU,25,0.1,32,0.014310377
[64],ReLU,25,0.1,64,0.014878487
[64],ReLU,25,0.1,128,0.014709406
[64],ReLU,25,0.1,256,0.014509072
[64],ReLU,25,0.1,512,0.015673576
[64],ReLU,25,0.01,16,0.014648122
[64],ReLU,25,0.01,32,0.014703916
[64],ReLU,25,0.01,64,0.015777834
[64],ReLU,25,0.01,128,0.020111848
[64],ReLU,25,0.01,256,0.02438226
[64],ReLU,25,0.01,512,0.02705147
[64],ReLU,25,0.001,16,0.019509058
[64],ReLU,25,0.001,32,0.023069363
[64],ReLU,25,0.001,64,0.02907651
[64],ReLU,25,0.001,128,0.04130984
[64],ReLU,25,0.001,256,0.037057456
[64],ReLU,25,0.001,512,0.05099179
[64],ReLU,25,0.0001,16,0.038875032
[64],ReLU,25,0.0001,32,0.049931686
[64],ReLU,25,0.0001,64,0.073957324
[64],ReLU,25,0.0001,128,0.10491491
[64],ReLU,25,0.0001,256,0.17084248
[64],ReLU,25,0.0001,512,0.2913972
[64],ReLU,50,0.1,16,0.014596987
[64],ReLU,50,0.1,32,0.014020722
[64],ReLU,50,0.1,64,0.01347688
[64],ReLU,50,0.1,128,0.014157313
[64],ReLU,50,0.1,256,0.01427107
[64],ReLU,50,0.1,512,0.015017092
[64],ReLU,50,0.01,16,0.0145227825
[64],ReLU,50,0.01,32,0.01451044
[64],ReLU,50,0.01,64,0.015868917
[64],ReLU,50,0.01,128,0.016378539
[64],ReLU,50,0.01,256,0.017843328
[64],ReLU,50,0.01,512,0.023179382
[64],ReLU,50,0.001,16,0.015861722
[64],ReLU,50,0.001,32,0.019216806
[64],ReLU,50,0.001,64,0.03029186
[64],ReLU,50,0.001,128,0.026922341
[64],ReLU,50,0.001,256,0.03407382
[64],ReLU,50,0.001,512,0.0368783
[64],ReLU,50,0.0001,16,0.025869468
[64],ReLU,50,0.0001,32,0.033399057
[64],ReLU,50,0.0001,64,0.04652567
[64],ReLU,50,0.0001,128,0.07407137
[64],ReLU,50,0.0001,256,0.14022921
[64],ReLU,50,0.0001,512,0.12317848
[64],ReLU,100,0.1,16,0.014019493
[64],ReLU,100,0.1,32,0.015920173
[64],ReLU,100,0.1,64,0.014602114
[64],ReLU,100,0.1,128,0.013854235
[64],ReLU,100,0.1,256,0.014077803
[64],ReLU,100,0.1,512,0.014283393
[64],ReLU,100,0.01,16,0.014303683
[64],ReLU,100,0.01,32,0.014229237
[64],ReLU,100,0.01,64,0.014484023
[64],ReLU,100,0.01,128,0.01459515
[64],ReLU,100,0.01,256,0.016504174
[64],ReLU,100,0.01,512,0.017686268
[64],ReLU,100,0.001,16,0.015609603
[64],ReLU,100,0.001,32,0.016441617
[64],ReLU,100,0.001,64,0.020760382
[64],ReLU,100,0.001,128,0.027539317
[64],ReLU,100,0.001,256,0.030111501
[64],ReLU,100,0.001,512,0.0429735
[64],ReLU,100,0.0001,16,0.02354149
[64],ReLU,100,0.0001,32,0.038774703
[64],ReLU,100,0.0001,64,0.0422938
[64],ReLU,100,0.0001,128,0.054759014
[64],ReLU,100,0.0001,256,0.06499248
[64],ReLU,100,0.0001,512,0.086210944
[64],ReLU,250,0.1,16,0.01408778
[64],ReLU,250,0.1,32,0.0139403595
[64],ReLU,250,0.1,64,0.015360234
[64],ReLU,250,0.1,128,0.014593981
[64],ReLU,250,0.1,256,0.013981953
[64],ReLU,250,0.1,512,0.013852611
[64],ReLU,250,0.01,16,0.013930949
[64],ReLU,250,0.01,32,0.01365233
[64],ReLU,250,0.01,64,0.0143264085
[64],ReLU,250,0.01,128,0.014131596
[64],ReLU,250,0.01,256,0.014933702
[64],ReLU,250,0.01,512,0.0156243555
[64],ReLU,250,0.001,16,0.014479489
[64],ReLU,250,0.001,32,0.014954497
[64],ReLU,250,0.001,64,0.015683841
[64],ReLU,250,0.001,128,0.017117204
[64],ReLU,250,0.001,256,0.022180183
[64],ReLU,250,0.001,512,0.029296642
[64],ReLU,250,0.0001,16,0.02088709
[64],ReLU,250,0.0001,32,0.02336046
[64],ReLU,250,0.0001,64,0.027212823
[64],ReLU,250,0.0001,128,0.045475062
[64],ReLU,250,0.0001,256,0.036667366
[64],ReLU,250,0.0001,512,0.04648262
[64],Tanh,1,0.1,16,0.016209567
[64],Tanh,1,0.1,32,0.017741194
[64],Tanh,1,0.1,64,0.018119337
[64],Tanh,1,0.1,128,0.016772695
[64],Tanh,1,0.1,256,0.017730262
[64],Tanh,1,0.1,512,0.019118356
[64],Tanh,1,0.01,16,0.016142115
[64],Tanh,1,0.01,32,0.018811837
[64],Tanh,1,0.01,64,0.02779739
[64],Tanh,1,0.01,128,0.04956597
[64],Tanh,1,0.01,256,0.08506048
[64],Tanh,1,0.01,512,0.21498817
[64],Tanh,1,0.001,16,0.06352491
[64],Tanh,1,0.001,32,0.14760058
[64],Tanh,1,0.001,64,0.25938767
[64],Tanh,1,0.001,128,0.2785025
[64],Tanh,1,0.001,256,0.22213867
[64],Tanh,1,0.001,512,0.13411744
[64],Tanh,1,0.0001,16,0.42043674
[64],Tanh,1,0.0001,32,0.13990775
[64],Tanh,1,0.0001,64,0.47477883
[64],Tanh,1,0.0001,128,0.46278197
[64],Tanh,1,0.0001,256,0.34574375
[64],Tanh,1,0.0001,512,0.31035292
[64],Tanh,10,0.1,16,0.01603993
[64],Tanh,10,0.1,32,0.016705252
[64],Tanh,10,0.1,64,0.016141951
[64],Tanh,10,0.1,128,0.015926234
[64],Tanh,10,0.1,256,0.016303487
[64],Tanh,10,0.1,512,0.016566401
[64],Tanh,10,0.01,16,0.015856605
[64],Tanh,10,0.01,32,0.016265027
[64],Tanh,10,0.01,64,0.016268637
[64],Tanh,10,0.01,128,0.016467324
[64],Tanh,10,0.01,256,0.017138494
[64],Tanh,10,0.01,512,0.021376945
